65025 DEBUG [2019-06-26 09:12:27]  Mapping [/lib/layui/lay/modules/laypage.js] to HandlerExecutionChain with handler [ResourceHttpRequestHandler [locations=[class path resource [META-INF/resources/], class path resource [resources/], class path resource [static/], class path resource [public/], ServletContext resource [/]], resolvers=[org.springframework.web.servlet.resource.PathResourceResolver@2992a565]]] and 1 interceptor
65025 DEBUG [2019-06-26 09:12:27]  Last-Modified value for [/lib/layui/lay/modules/laypage.js] is: -1
65134 DEBUG [2019-06-26 09:12:27]  Null ModelAndView returned to DispatcherServlet with name 'dispatcherServlet': assuming HandlerAdapter completed request handling
65135 DEBUG [2019-06-26 09:12:27]  Successfully completed request
65135 DEBUG [2019-06-26 09:12:27]  Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@44a430f7
65823 DEBUG [2019-06-26 09:12:28]  Null ModelAndView returned to DispatcherServlet with name 'dispatcherServlet': assuming HandlerAdapter completed request handling
65823 DEBUG [2019-06-26 09:12:28]  Successfully completed request
65823 DEBUG [2019-06-26 09:12:28]  Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@380442b1
66282 DEBUG [2019-06-26 09:12:28]  Null ModelAndView returned to DispatcherServlet with name 'dispatcherServlet': assuming HandlerAdapter completed request handling
66283 DEBUG [2019-06-26 09:12:28]  Successfully completed request
66284 DEBUG [2019-06-26 09:12:28]  Cleared thread-bound request context: org.apache.catalina.connector.RequestFacade@4fde08c8
66418 DEBUG [2019-06-26 09:12:29]  Bound request context to thread: org.apache.catalina.connector.RequestFacade@4fde08c8
66419 DEBUG [2019-06-26 09:12:29]  DispatcherServlet with name 'dispatcherServlet' processing GET request for [/lib/layui/css/modules/layer/default/layer.css]
66420 DEBUG [2019-06-26 09:12:29]  Looking up handler method for path /lib/layui/css/modules/layer/default/layer.css
66425 DEBUG [2019-06-26 09:12:29]  Did not find handler method for [/lib/layui/css/modules/layer/default/layer.css]
66426 DEBUG [2019-06-26 09:12:29]  Matching patterns for request [/lib/layui/css/modules/layer/default/layer.css] are [/**]
66426 DEBUG [2019-06-26 09:12:29]  URI Template variables for request [/lib/layui/css/modules/layer/default/layer.css] are {}
66426 DEBUG [2019-06-26 09:12:29]  Mapping [/lib/layui/css/modules/layer/default/layer.css] to HandlerExecutionChain with handler [ResourceHttpRequestHandler [locations=[class path resource [META-INF/resources/], class path resource [resources/], class path resource [static/], class path resource [public/], ServletContext resource [/]], resolvers=[org.springframework.web.servlet.resource.PathResourceResolver@2992a565]]] and 1 interceptor
66426 DEBUG [2019-06-26 09:12:29]  Last-Modified value for [/lib/layui/css/modules/layer/default/layer.css] is: -1
66512 DEBUG [2019-06-26 09:12:29]  Bound request context to thread: org.apache.catalina.connector.RequestFacade@380442b1
66513 DEBUG [2019-06-26 09:12:29]  DispatcherServlet with name 'dispatcherServlet' processing GET request for [/lib/layui/lay/modules/util.js]
66513 DEBUG [2019-06-26 09:12:29]  Looking up handler method for path /lib/layui/lay/modules/util.js
66513 DEBUG [2019-06-26 09:12:29]  Did not find handler method for [/lib/layui/lay/modules/util.js]
66513 DEBUG [2019-06-26 09:12:29]  Matching patterns for request [/lib/layui/lay/modules/util.js] are [/**]
66513 DEBUG [2019-06-26 09:12:29]  URI Template variables for request [/lib/layui/lay/modules/util.js] are {}
66513 DEBUG [2019-06-26 09:12:29]  Mapping [/lib/layui/lay/modules/util.js] to HandlerExecutionChain with handler [ResourceHttpRequestHandler [locations=[class path resource [META-INF/resources/], class path resource [resources/], class path resource [static/], class path resource [public/], ServletContext resource [/]], resolvers=[org.springframework.web.servlet.resource.PathResourceResolver@2992a565]]] and 1 interceptor
66513 DEBUG [2019-06-26 09:12:29]  Last-Modified value for [/lib/layui/lay/modules/util.js] is: -1
